slug,title,pack_term,required_sections_complete,min_internal_links_met,sources_complete,metadata_complete,slug_valid,no_dead_links,language_redlines_ok,no_duplicate_conflict,search_indexed,pack_coverage_ok,score,rating
"klimarisiko","Klimarisiko",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"klimaschutz","Klimaschutz / Mitigation",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"klimawandel","Klimawandel",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"knappheit","Knappheit",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"koerperliche-selbstbestimmung","Körperliche Selbstbestimmung",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"kognitive-belastung","Kognitive Belastung",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"kognitive-dissonanz","Kognitive Dissonanz",false,1,1,1,0,1,1,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"kohaerenz","Kohärenz",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"kohlekraftwerk","Kohlekraftwerk",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"kommunale-energie","Kommunale Energie",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"kommunismus","Kommunismus",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"kommunistischer-staat","Kommunistischer Staat",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"komplexitaetsmanagement","Komplexitätsmanagement",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"komponentenrueckgewinnung","Komponentenrückgewinnung",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"kompostierung","Kompostierung",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"kondratieff-zyklus","Kondratieff-Zyklus",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"konservativ","Konservativ",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"konservative-annahme","Konservative Annahme",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"konstruktives-narrativ","Konstruktives Narrativ",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"konsumentensouveraenitaet","Konsumentensouveränität",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"konzessionsabgabe","Konzessionsabgabe",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"kooperationslogik","Kooperationslogik",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"kosten-des-nicht-handelns","Kosten des Nicht-Handelns",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"kraft-waerme-kopplung","Kraft-Wärme-Kopplung",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"krankheitssystem","Krankheitssystem",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"kreative-rekonstruktion","Kreative Rekonstruktion",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"kreislaufblindheit","Kreislaufblindheit",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"kreislauffaehigkeit","Kreislauffähigkeit",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"kreislaufgrad","Kreislaufgrad",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"kreislaufwirkung","Kreislaufwirkung",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"kreislaufwirtschaft","Kreislaufwirtschaft",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"kritische-energieinfrastruktur","Kritische Energieinfrastruktur",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"kritische-rohstoffe","Kritische Rohstoffe",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"kuenstliche-intelligenz","Künstliche Intelligenz",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"kundenanlage","Kundenanlage",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"kundennutzen","Kundennutzen",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"kurzzeitspeicher","Kurzzeitspeicher",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"kybernetik","Kybernetik",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"kybernetik-zweiter-ordnung","Kybernetik zweiter Ordnung",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"ladeeinrichtung","Ladeeinrichtung",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"ladehub","Ladehub",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"ladeinfrastruktur","Ladeinfrastruktur",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"ladeleistung","Ladeleistung",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"ladepark","Ladepark",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"ladepark-mittelspannungsanschluss","Ladepark-Mittelspannungsanschluss",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"ladepunkt","Ladepunkt",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"ladepunktbetreiber","Ladepunktbetreiber / CPO",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"ladesaeule","Ladesäule",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"laffer-kurve","Laffer-Kurve",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"langzeitspeicher","Langzeitspeicher",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"lastgang","Lastgang",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"lastmanagement","Lastmanagement",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"lca","LCA / Life Cycle Assessment",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"lebensform","Lebensform",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"lebenswirkung","Lebenswirkung",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"lebenszyklusanalyse","Lebenszyklusanalyse / LCA",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"lebenszyklusinventar","Lebenszyklusinventar / LCI",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"lebenszykluswirkungsabschaetzung","Lebenszykluswirkungsabschätzung / LCIA",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"legalitaet","Legalität",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"legislative-footprint","Legislative Footprint",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"legitimer-lobbyismus","Legitimer Lobbyismus",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"legitimitaet","Legitimität",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"leistungsdichte","Leistungsdichte",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"leistungsfaktor","Leistungsfaktor",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"leistungspreis","Leistungspreis",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"lernebenen","Lernebenen",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"lernender-unternehmer","Lernender Unternehmer",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"lfp-batterie","LFP-Batterie",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"liability-risk","Liability Risk",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"liberale-demokratie","Liberale Demokratie",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"liberalismus","Liberalismus",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"libertarismus","Libertarismus",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"lieferantenbewertung","Lieferantenbewertung",true,0,1,1,1,1,1,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"lieferkettendaten","Lieferkettendaten",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"lieferkettenwirkung","Lieferkettenwirkung",true,0,1,1,1,1,1,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"limited-assurance","Limited Assurance",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"lineare-wirtschaft","Lineare Wirtschaft",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"linker-faschismus","Linker Faschismus",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"links-politisch","Links",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"linksextremismus","Linksextremismus",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"lithium-ionen-batterie","Lithium-Ionen-Batterie",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"lithium-titanat-batterie","Lithium-Titanat-Batterie / LTO",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"lksg","LkSG / Lieferkettensorgfaltspflichtengesetz",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"lobbyismus","Lobbyismus",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"lobbyregister","Lobbyregister",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"lock-in-pfadabhaengigkeit","Lock-in / Pfadabhängigkeit",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"lokale-energie-als-wirkungsinfrastruktur","Lokale Energie als Wirkungsinfrastruktur",false,1,1,1,0,1,1,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"ludwig-wittgenstein","Ludwig Wittgenstein",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"macht-und-gewalt","Macht und Gewalt",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"machtbegrenzung","Machtbegrenzung",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"machtdezentralisierung","Machtdezentralisierung",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"machtkonzentration","Machtkonzentration",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"maja-goepel","Maja Göpel",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"majoritarismus","Majoritarismus",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"management","Management",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"marktgleichgewicht","Marktgleichgewicht",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"marktmacht","Marktmacht",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"marktpraemie","Marktprämie",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"marktversagen","Marktversagen",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"marktwert","Marktwert",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"marktwirtschaft","Marktwirtschaft",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"martha-nussbaum","Martha Nussbaum",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"maschinenleistung","Maschinenleistung",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"maschinenleistungsrueckkopplung","Maschinenleistungsrückkopplung",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"maschinenwertschoepfungsbeitrag","Maschinenwertschöpfungsbeitrag",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"material-footprint","Material Footprint",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"materialgesundheit","Materialgesundheit",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"materialpass","Materialpass",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"maturana-varela","Humberto Maturana und Francisco Varela",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"medienfreiheit","Medienfreiheit",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"mediengleichschaltung","Mediengleichschaltung",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"medienqualitaet","Medienqualität",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"megawatt-charging-system","Megawatt Charging System / MCS",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"mehrheitsprinzip","Mehrheitsprinzip",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"mehrwert","Mehrwert",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"meinungsfreiheit","Meinungsfreiheit",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"mensch-planet-demokratie","Mensch, Planet und Demokratie",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"menschenwuerde","Menschenwürde",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"mental-load","Mental Load",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"mentales-modell","Mentales Modell",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"merit-order","Merit Order",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"messstellenbetrieb","Messstellenbetrieb",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"messwandler","Messwandler",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"messwandlerschrank","Messwandlerschrank",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"meta-kognitive-intervention","Meta-kognitive Intervention",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"metakommunikation","Metakommunikation",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"mieterstrom","Mieterstrom",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"militaerdiktatur","Militärdiktatur",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"minarchismus","Minarchismus",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"minderheitenschutz","Minderheitenschutz",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"mindestschutz-minimum-safeguards","Mindestschutz / Minimum Safeguards",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"minutenreserve","Minutenreserve",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"mitte","Mitte",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"mittelspannung","Mittelspannung",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"mittelspannungsschaltanlage","Mittelspannungsschaltanlage",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"mobilitaetsarmut","Mobilitätsarmut",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"modellannahme","Modellannahme",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"modellblindheit","Modellblindheit",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"modularitaet","Modularität",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"momentanreserve","Momentanreserve",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"monetarismus","Monetarismus",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"monopol","Monopol",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"moral-hazard","Moral Hazard",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"moral-licensing","Moral Licensing",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"motiviertes-denken","Motiviertes Denken",false,1,1,1,0,1,1,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"muslimfeindlichkeit","Muslimfeindlichkeit",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"nace","NACE",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"nachbarschaftsstrom","Nachbarschaftsstrom / Strom vom Nachbarn",false,1,1,1,0,1,1,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"nachhaltigkeit","Nachhaltigkeit",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"nachhaltigkeitslabel","Nachhaltigkeitslabel",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"nachtwaechterstaat","Nachtwächterstaat",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"narrativ","Narrativ",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"natalitaet","Natalität",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"natrium-ionen-batterie","Natrium-Ionen-Batterie",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"natuerliches-monopol","Natürliches Monopol",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"naturbasierte-loesungen","Naturbasierte Lösungen",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"nature-positive","Nature Positive",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"nature-related-risks","Nature-related Risks",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"nca-batterie","NCA-Batterie",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"negative-externalitaet","Negative Externalität",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"negative-freiheit","Negative Freiheit",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"negative-wirkung","negative Wirkung",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"negativitaetsbias","Negativitätsbias",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"neoklassik","Neoklassik",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"neoliberalismus","Neoliberalismus",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"net-zero","Net Zero",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"netto-wirkung","Netto-Wirkung",true,1,1,1,1,1,0,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"netzanschluss","Netzanschluss",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"netzanschlussbegehren","Netzanschlussbegehren",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"netzanschlussleistung","Netzanschlussleistung",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"netzanschlusspunkt","Netzanschlusspunkt",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"netzausbau","Netzausbau",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"netzdienlichkeit","Netzdienlichkeit",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"netzebene","Netzebene",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"netzengpass","Netzengpass",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"netzentgelt","Netzentgelt",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"netzentgeltsystematik","Netzentgeltsystematik",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"netzreserve","Netzreserve",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"netzspeicher","Netzspeicher",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"netzverlust","Netzverlust",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"netzvertraeglichkeitspruefung","Netzverträglichkeitsprüfung",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"netzwerkeffekt","Netzwerkeffekt",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"neuigkeitsbias","Neuigkeitsbias",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"neuroplastizitaet","Neuroplastizität",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"neuropsychologische-wirkmechanismen","Neuropsychologische Wirkmechanismen",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"neutrale-wirkung","neutrale Wirkung",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"nfrd","NFRD",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"ngo","NGO",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"ngo-capture","NGO-Capture",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"ngo-wirkungspruefung","NGO-Wirkungsprüfung",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"nicht-dualitaet","Nicht-Dualität",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"nichtkompensationsprinzip","Nichtkompensationsprinzip",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"nichttriviale-maschine","Nichttriviale Maschine",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"nichttriviales-system","Nichttriviales System",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"niederspannung","Niederspannung",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"niederspannungshauptverteilung","Niederspannungshauptverteilung / NSHV",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"niklas-luhmann","Niklas Luhmann",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"nikolai-kondratieff","Nikolai Kondratieff",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"nmc-batterie","NMC-Batterie",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"non-aggression-principle","Non-Aggression Principle",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"normalisierung","Normalisierung",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"normalladen","Normalladen",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"normativer-wert","Normativer Wert",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"normatives-management","Normatives Management",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"nutzenergie","Nutzenergie",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"nutzenmaximierung","Nutzenmaximierung",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"nutzungsdauerverlaengerung","Nutzungsdauerverlängerung",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"nwi","NWI",true,1,1,1,1,1,0,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"oberschwingungen","Oberschwingungen",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"ocpp","OCPP",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"oecd-leitsaetze","OECD-Leitsätze",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"oef-organisation-environmental-footprint","OEF / Organisation Environmental Footprint",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"oeffentliche-beschaffung","Öffentliche Beschaffung",true,0,1,1,1,1,0,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"oeffentliche-gueter","Öffentliche Güter",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"oeffentlicher-raum-arendt","Öffentlicher Raum / Erscheinungsraum",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"oeffentlichkeit","Öffentlichkeit",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"oekofeminismus","Ökofeminismus",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"oekosystemleistungen","Ökosystemleistungen / Ökosystemfunktionen",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"oelkraftwerk","Ölkraftwerk",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"oesterreichische-schule","Österreichische Schule",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"offsetting-kompensation","Offsetting / Kompensation",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"offshore-netzumlage","Offshore-Netzumlage",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"offshore-windenergie","Offshore-Windenergie",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"oligarchie","Oligarchie",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"oligopol","Oligopol",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"on-board-charger","On-Board-Charger",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"one-health","One Health",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"onshore-windenergie","Onshore-Windenergie",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"operatives-management","Operatives Management",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"opportunitaetskosten","Opportunitätskosten",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"opposition","Opposition",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"oppositionsunterdrueckung","Oppositionsunterdrückung",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"ordoliberalismus","Ordoliberalismus",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"organisation-environmental-footprint","Organisation Environmental Footprint / OEF",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"orientierung","Orientierung",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"pai","PAI / Principal Adverse Impacts",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"pareto-effizienz","Pareto-Effizienz",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"parlament","Parlament",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"parlamentarische-demokratie","Parlamentarische Demokratie",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
