WOK_ID,SDG_or_SDGplus,Target,Indikatorfamilie,Item,Definition,Einheit,Polarity,Rule_ID,Schwellen,Schwellenkategorie,Schwellenstatus,Grenzwertbasis,Benchmarkbedarf,Quelle_detail,Quellenfunktion,Quellenstatus,Source_IDs,NACE_Legacy,NACE_Version,NACE_Rev2.1,NACE_Status,Systemgrenze,Berechnungslogik,Datenqualitätsanforderung,Assurance_Anforderung,Fachlogik_Status,Prüfpriorität,Prüfhinweis,Version,Gültig_ab,Gültig_bis
WOK-G-163,SDG 12 – Konsum/Produktion,12.4,Chemikaliensicherheit,Chemikaliensicherheit – Steuertransparenz,CbCR‑Offenlegung,0–1,higher_is_better,R08,vollständig:+3; teilweise:+2; minimal:0; schlecht:‑2,Qualitativ,Assurance und Kriterienkatalog erforderlich,WÖk-interne Kategorien,Optional/Nein,"ESRS G1, GRI 205/207, OECD Anti‑Bribery","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; GRI; OECD-AB,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Organisation/Governance; konsolidierter Kreis und relevante Rechtseinheiten,Siehe Quelle: Definition gemäß Standard (ESRS/GRI/Taxonomie/ISO).,Dokumentierter Kriterienkatalog; nachvollziehbare Evidenz; DQR A/B bevorzugt,Unabhängige Fachprüfung/Limited Assurance; bei roten Linien Reasonable Assurance,Prüfung/Parametrisierung erforderlich,Hoch,Die Kategorie −3 fehlt; Vollständigkeit und Wirksamkeit sind feldspezifisch zu definieren.,v1.4,2026-08-16,
WOK-E-173,SDG 12 – Konsum/Produktion,12.2,Wasserintensität Produkte,Wasserintensität Produkte – Entnahme (WSI),Wasserentnahme × Wasserstressindex,m³*WSI,lower_is_better,R06,Top‑10%:+3; Mittel:0; >150%:‑2; >250%:‑3,Benchmarkabhängig,Validierter Benchmark fehlt,Branche/Region/Technologie,Ja,"ESRS E3, WRI Aqueduct, ISO 14046 (Water Footprint)",Mess-/Methodenrahmen; aktiver Branchen-/Regional-/Technologiebenchmark separat erforderlich,Teilbelegt – Benchmarkquelle fehlt,EU-ESRS; WRI-AQ; ISO-14046,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Standort/Prozess/Aktivität; Bezugsgröße und relevante Umweltmedien,∑(m³ Standort × WRI‑Aqueduct‑Stressfaktor).,"Primärdaten plus repräsentativer, versionierter Benchmarkdatensatz; Stichprobe und Population offenlegen",Messwert-Assurance und unabhängige Benchmark-Governance,Prüfung/Parametrisierung erforderlich,Hoch,"Top-10-Prozent, Mittelwert, 150 % und 250 % müssen aus einer dokumentierten Grundgesamtheit stammen.",v1.4,2026-08-16,
WOK-E-174,SDG 12 – Konsum/Produktion,12.2,Wasserintensität Produkte,Wasserintensität Produkte – Reuse,Anteil wiederverwendetes Prozesswasser,%,higher_is_better,R25,≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3,Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ESRS E3, WRI Aqueduct, ISO 14046 (Water Footprint)","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; WRI-AQ; ISO-14046,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Standort/Prozess/Aktivität; Bezugsgröße und relevante Umweltmedien,Quote = Zähler / Nenner gemäß Quelle; in %.,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige Prozentregel.,v1.4,2026-08-16,
WOK-E-175,SDG 12 – Konsum/Produktion,12.2,Wasserintensität Produkte,Wasserintensität Produkte – Abwasserqualität,Messwert in Prozent des jeweils anwendbaren Rechts- oder Genehmigungsgrenzwerts,% des Grenzwerts,lower_is_better,R12,≤50% Grenzwert:+3; ≤75%:+2; ≤100%:0; 101–120%:‑2; >120%:‑3,Rechts-/Genehmigungsgrenze,Rechtsfundstelle je Fall erforderlich,Jeweils anwendbare Rechtsnorm/Genehmigung,Optional/Nein,"ESRS E3, WRI Aqueduct, ISO 14046 (Water Footprint)",Mess-/Berichtsrahmen; konkrete Rechts- oder Genehmigungsfundstelle je Fall erforderlich,Teilbelegt – Rechtsfundstelle je Messung fehlt,EU-ESRS; WRI-AQ; ISO-14046,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Standort/Prozess/Aktivität; Bezugsgröße und relevante Umweltmedien,"Grenzwertquote = Messwert / anwendbarer Grenzwert × 100; Fundstelle, Einheit, Messpunkt und Zeitraum nachweisen.","Kalibrierter Messwert; Rechtsfundstelle, Grenzwert, Einheit, Messpunkt und Zeitraum",Behördlicher/akkreditierter Nachweis oder unabhängige Prüfung,Prüfung/Parametrisierung erforderlich,Hoch,"Nicht der absolute Messwert, sondern Messwert ÷ Grenzwert × 100 wird bewertet.",v1.4,2026-08-16,
WOK-E-176,SDG 12 – Konsum/Produktion,12.2,Energieintensität Produkte,Energieintensität Produkte – EE‑Anteil,Anteil erneuerbarer Energien am Strombezug,%,higher_is_better,R25,≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3,Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ESRS E1, ISO 50001 (EnMS), ISO/IEC 30134‑2 (PUE), EU EPBD","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; GHG-CORP; GHG-S3; GHG-PROD,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Standort/Prozess/Aktivität; Bezugsgröße und relevante Umweltmedien,EE‑Anteil = EE‑Strom (inkl. PPA/HKN) / Gesamtstrom.,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige Prozentregel.,v1.4,2026-08-16,
WOK-E-177,SDG 12 – Konsum/Produktion,12.2,Energieintensität Produkte,Energieintensität Produkte – Intensität,Energie je Output/Umsatz,kWh/€ Mio bzw. kWh/t,lower_is_better,R06,Top‑10%:+3; Mittel:0; >150%:‑2; >250%:‑3,Benchmarkabhängig,Validierter Benchmark fehlt,Branche/Region/Technologie,Ja,"ESRS E1, ISO 50001 (EnMS), ISO/IEC 30134‑2 (PUE), EU EPBD",Mess-/Methodenrahmen; aktiver Branchen-/Regional-/Technologiebenchmark separat erforderlich,Teilbelegt – Benchmarkquelle fehlt,EU-ESRS; GHG-CORP; GHG-S3; GHG-PROD,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Standort/Prozess/Aktivität; Bezugsgröße und relevante Umweltmedien,Siehe Quelle: Definition gemäß Standard (ESRS/GRI/Taxonomie/ISO).,"Primärdaten plus repräsentativer, versionierter Benchmarkdatensatz; Stichprobe und Population offenlegen",Messwert-Assurance und unabhängige Benchmark-Governance,Prüfung/Parametrisierung erforderlich,Hoch,"Top-10-Prozent, Mittelwert, 150 % und 250 % müssen aus einer dokumentierten Grundgesamtheit stammen.",v1.4,2026-08-16,
WOK-E-178,SDG 12 – Konsum/Produktion,12.2,Energieintensität Produkte,Energieintensität Produkte – Effizienz (PUE)*,Effizienz Rechenzentrum/IT‑Betrieb (falls zutreffend),PUE,lower_is_better,R09,"≤1,2:+3; 1,21–1,4:+2; 1,41–1,6:0; 1,61–1,8:‑2; >1,8:‑3",Feste WÖk-Kalibrierung,Messstandard belegt; Klassen sind WÖk-Kalibrierung,PUE-Messung nach ISO/IEC 30134-2; Klassen intern,Optional/Nein,"ESRS E1, ISO 50001 (EnMS), ISO/IEC 30134‑2 (PUE), EU EPBD","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,ISO-14067; ISO-50001; ISO-45001; ISO-22301; ISO-27701; ISO-23894,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Standort/Prozess/Aktivität; Bezugsgröße und relevante Umweltmedien,PUE = Gesamtstrom RZ / IT‑Last (ISO/IEC 30134‑2).,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Klimazone und Rechenzentrumstyp sind bei der Validierung zu berücksichtigen.,v1.4,2026-08-16,
WOK-SYS-134,SDG 12 – Konsum/Produktion,12.8,Konsumententransparenz,Konsumententransparenz – Index,umsatzgewichteter Index (z. B. Demokratie/Rule of Law),0–1,higher_is_better,R15,"≥0,8:+3; 0,7–0,79:+2; 0,6–0,69:0; 0,5–0,59:‑2; <0,5:‑3",Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"SDG 16/17, WJP, V‑Dem",Methodischer Platzhalter; konkrete Fach- und Primärdatenquelle erforderlich,Platzhalter – fachliche Operationalisierung offen,INT-WOEK-TSROI; SVI-SROI; UN-SDG,G47 Handel; K Versicherungen; M72 F&E,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,"Programm/Portfolio/Systemraum; Empfängergruppe, Region und Zeitraum explizit definieren",Siehe Quelle: Definition gemäß Standard (ESRS/GRI/Taxonomie/ISO).,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Fachlogik nicht abschließend operationalisiert,Kritisch,SROI/SDG 17 ist keine hinreichend konkrete Mess- oder Schwellenquelle. Vollständige fünfstufige numerische Regel.,v1.4,2026-08-16,
WOK-SYS-135,SDG 12 – Konsum/Produktion,12.8,Konsumententransparenz,Konsumententransparenz – Exposure,Umsatz in Hochrisikoländern,%,lower_is_better,R13,≤5:+3; 6–10:+2; 11–20:0; 21–30:‑2; >30:‑3,Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"SDG 16/17, WJP, V‑Dem",Methodischer Platzhalter; konkrete Fach- und Primärdatenquelle erforderlich,Platzhalter – fachliche Operationalisierung offen,INT-WOEK-TSROI; SVI-SROI; UN-SDG,G47 Handel; K Versicherungen; M72 F&E,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,"Programm/Portfolio/Systemraum; Empfängergruppe, Region und Zeitraum explizit definieren",Siehe Quelle: Definition gemäß Standard (ESRS/GRI/Taxonomie/ISO).,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Fachlogik nicht abschließend operationalisiert,Kritisch,SROI/SDG 17 ist keine hinreichend konkrete Mess- oder Schwellenquelle. Vollständige fünfstufige numerische Regel.,v1.4,2026-08-16,
WOK-SYS-136,SDG 12 – Konsum/Produktion,12.8,Konsumententransparenz,Konsumententransparenz – Kooperationen,"aktive, evaluierte Partnerschaften/Jahr",#/Jahr,higher_is_better,R20,≥5:+3; 3–4:+2; 1–2:0; 0:‑2,Feste WÖk-Grobkalibrierung,Klasse −3 nur für negative/unzulässige Werte ergänzt,WÖk-interne Grobkalibrierung,Optional/Nein,"SDG 16/17, WJP, V‑Dem",Methodischer Platzhalter; konkrete Fach- und Primärdatenquelle erforderlich,Platzhalter – fachliche Operationalisierung offen,INT-WOEK-TSROI; SVI-SROI; UN-SDG,G47 Handel; K Versicherungen; M72 F&E,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,"Programm/Portfolio/Systemraum; Empfängergruppe, Region und Zeitraum explizit definieren",Siehe Quelle: Definition gemäß Standard (ESRS/GRI/Taxonomie/ISO).,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Fachlogik nicht abschließend operationalisiert,Kritisch,SROI/SDG 17 ist keine hinreichend konkrete Mess- oder Schwellenquelle. Für sachlogisch nichtnegative Zählwerte ist 0 die schlechteste reguläre Klasse (−2).,v1.4,2026-08-16,
WOK-POL-104,SDG 12 – Konsum/Produktion,12.6,Taxonomie‑Konformität,Taxonomie‑Konformität – Spezifische Emissionen,CO₂e je kWh (LCA),g CO₂e/kWh,lower_is_better,R10,≤100:+3; 101–250:0; >250:‑2,Feste WÖk-Grobkalibrierung,Klassen +2 und −3 fehlen,WÖk-interne Grobkalibrierung,Optional/Nein,"ESRS E1, GHG Protocol (Corporate/Scope 1–3), ISO 14064/14067","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-TAX,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,"Technologie-/Aktivitätsklasse; Anlagen-, Netz- oder Flottengrenze ausweisen",EU‑Taxonomie: TSC erfüllt & DNSH + MSR; Anteil konformer Aktivitäten.,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Automatik bildet nur die explizit vorhandenen Klassen ab.,v1.4,2026-08-16,
WOK-POL-105,SDG 12 – Konsum/Produktion,12.6,Taxonomie‑Konformität,Taxonomie‑Konformität – DNSH‑Konformität,‚Do No Significant Harm‘ erfüllt,% Aktivitäten,higher_is_better,R25,≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3,Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,EU‑Taxonomie (TSC & DNSH),"Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-TAX,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,"Technologie-/Aktivitätsklasse; Anlagen-, Netz- oder Flottengrenze ausweisen",EU‑Taxonomie: TSC erfüllt & DNSH + MSR; Anteil konformer Aktivitäten.,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige Prozentregel.,v1.4,2026-08-16,
WOK-POL-106,SDG 12 – Konsum/Produktion,12.6,Taxonomie‑Konformität,Taxonomie‑Konformität – TSC‑Schwellen,Anteil unter technischen TSC‑Grenzen,% Aktivitäten,higher_is_better,R25,≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3,Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,EU‑Taxonomie (TSC & DNSH),"Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-TAX,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,"Technologie-/Aktivitätsklasse; Anlagen-, Netz- oder Flottengrenze ausweisen",EU‑Taxonomie: TSC erfüllt & DNSH + MSR; Anteil konformer Aktivitäten.,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige Prozentregel.,v1.4,2026-08-16,
WOK-E-179,SDG 13 – Klima,13.2,THG‑Emissionen Scope 1/2/Intensität,THG‑Emissionen Scope 1/2/Intensität – Scope 1,Direkte Emissionen aus eigenen Quellen,t CO₂e/Jahr,lower_is_better,R04,"SBTi 1,5°C:+3; <2°C:+2; Branchenmittel:0; >150%:‑2; >250%:‑3",Benchmarkabhängig,SBTi-Validierung und Branchenbenchmark erforderlich,SBTi-Zielvalidierung plus Branchenbenchmark,Ja,"ESRS E1, GHG Protocol (Corporate/Scope 1–3), ISO 14064/14067",Mess-/Methodenrahmen; aktiver Branchen-/Regional-/Technologiebenchmark separat erforderlich,Teilbelegt – Benchmarkquelle fehlt,EU-ESRS; GHG-CORP; GHG-S3; GHG-PROD,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Standort/Prozess/Aktivität; Bezugsgröße und relevante Umweltmedien,Summe direkter Emissionen gem. GHG Protocol Scope 1.,Dokumentierter Kriterienkatalog; nachvollziehbare Evidenz; DQR A/B bevorzugt,Unabhängige Fachprüfung/Limited Assurance; bei roten Linien Reasonable Assurance,Prüfung/Parametrisierung erforderlich,Hoch,Zielstatus und tatsächliche Performance müssen getrennt geprüft werden.,v1.4,2026-08-16,
WOK-E-180,SDG 13 – Klima,13.2,THG‑Emissionen Scope 1/2/Intensität,THG‑Emissionen Scope 1/2/Intensität – Scope 2,Indirekte Emissionen (eingekaufter Strom/Wärme),t CO₂e/Jahr,lower_is_better,R04,"SBTi 1,5°C:+3; <2°C:+2; Branchenmittel:0; >150%:‑2; >250%:‑3",Benchmarkabhängig,SBTi-Validierung und Branchenbenchmark erforderlich,SBTi-Zielvalidierung plus Branchenbenchmark,Ja,"ESRS E1, GHG Protocol (Corporate/Scope 1–3), ISO 14064/14067",Mess-/Methodenrahmen; aktiver Branchen-/Regional-/Technologiebenchmark separat erforderlich,Teilbelegt – Benchmarkquelle fehlt,EU-ESRS; GHG-CORP; GHG-S3; GHG-PROD,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Standort/Prozess/Aktivität; Bezugsgröße und relevante Umweltmedien,Summe direkter Emissionen gem. GHG Protocol Scope 1.,Dokumentierter Kriterienkatalog; nachvollziehbare Evidenz; DQR A/B bevorzugt,Unabhängige Fachprüfung/Limited Assurance; bei roten Linien Reasonable Assurance,Prüfung/Parametrisierung erforderlich,Hoch,Zielstatus und tatsächliche Performance müssen getrennt geprüft werden.,v1.4,2026-08-16,
WOK-E-181,SDG 13 – Klima,13.2,THG‑Emissionen Scope 1/2/Intensität,THG‑Emissionen Scope 1/2/Intensität – Intensität,Emissionen je Output/Umsatz,t CO₂e/€ Mio bzw. t,lower_is_better,R06,Top‑10%:+3; Mittel:0; >150%:‑2; >250%:‑3,Benchmarkabhängig,Validierter Benchmark fehlt,Branche/Region/Technologie,Ja,"ESRS E1, GHG Protocol (Corporate/Scope 1–3), ISO 14064/14067",Mess-/Methodenrahmen; aktiver Branchen-/Regional-/Technologiebenchmark separat erforderlich,Teilbelegt – Benchmarkquelle fehlt,EU-ESRS; GHG-CORP; GHG-S3; GHG-PROD,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Standort/Prozess/Aktivität; Bezugsgröße und relevante Umweltmedien,Summe direkter Emissionen gem. GHG Protocol Scope 1.,"Primärdaten plus repräsentativer, versionierter Benchmarkdatensatz; Stichprobe und Population offenlegen",Messwert-Assurance und unabhängige Benchmark-Governance,Prüfung/Parametrisierung erforderlich,Hoch,"Top-10-Prozent, Mittelwert, 150 % und 250 % müssen aus einer dokumentierten Grundgesamtheit stammen.",v1.4,2026-08-16,
WOK-SC-128,SDG 13 – Klima,13.3,Scope‑3 Datenqualität,Scope‑3 Datenqualität – ESG‑Spend‑Coverage,Anteil verifizierter ESG‑Daten am Spend,%,higher_is_better,R26,≥90:+3; 70–89:+2; 50–69:0; 30–49:‑2; <30:‑3,Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ESRS E1, GHG Protocol (Corporate/Scope 1–3), ISO 14064/14067","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; GRI; OECD-DD; ILO-CORE,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Vorgelagerte Lieferkette; relevante Tier-Stufen und Beschaffungsvolumen,Quote = Zähler / Nenner gemäß Quelle; in %.,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige numerische Regel.,v1.4,2026-08-16,
WOK-SC-129,SDG 13 – Klima,13.3,Scope‑3 Datenqualität,Scope‑3 Datenqualität – Kinder/Zwangsarbeit,Audits ohne Verstöße,% Lieferanten,higher_is_better,R28,≥98:+3; 90–97:+2; 75–89:0; 50–74:‑2; <50:‑3,Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ESRS E1, GHG Protocol (Corporate/Scope 1–3), ISO 14064/14067","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; GRI; OECD-DD; ILO-CORE,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Vorgelagerte Lieferkette; relevante Tier-Stufen und Beschaffungsvolumen,Quote = Zähler / Nenner gemäß Quelle; in %.,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige numerische Regel.,v1.4,2026-08-16,
WOK-SC-130,SDG 13 – Klima,13.3,Scope‑3 Datenqualität,Scope‑3 Datenqualität – Scope‑3 Daten,Primärdaten‑Abdeckung,% Kategorien,higher_is_better,R23,≥80:+3; 60–79:+2; 40–59:0; 20–39:‑2; <20:‑3,Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ESRS E1, GHG Protocol (Corporate/Scope 1–3), ISO 14064/14067","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; GHG-CORP; GHG-S3; GHG-PROD,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Vorgelagerte Lieferkette; relevante Tier-Stufen und Beschaffungsvolumen,Quote = Zähler / Nenner gemäß Quelle; in %.,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige numerische Regel.,v1.4,2026-08-16,
WOK-E-182,SDG 13 – Klima,13.2,Interne CO₂‑Bepreisung,Interne CO₂‑Bepreisung – Spezifische Emissionen,CO₂e je kWh (LCA),g CO₂e/kWh,lower_is_better,R10,≤100:+3; 101–250:0; >250:‑2,Feste WÖk-Grobkalibrierung,Klassen +2 und −3 fehlen,WÖk-interne Grobkalibrierung,Optional/Nein,"ESRS E1, GHG Protocol (Corporate/Scope 1–3), ISO 14064/14067","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-TAX,G47 Handel; K Versicherungen; M72 F&E,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Standort/Prozess/Aktivität; Bezugsgröße und relevante Umweltmedien,Siehe Quelle: Definition gemäß Standard (ESRS/GRI/Taxonomie/ISO).,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Automatik bildet nur die explizit vorhandenen Klassen ab.,v1.4,2026-08-16,
WOK-E-183,SDG 13 – Klima,13.2,Interne CO₂‑Bepreisung,Interne CO₂‑Bepreisung – DNSH‑Konformität,‚Do No Significant Harm‘ erfüllt,% Aktivitäten,higher_is_better,R25,≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3,Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,EU‑Taxonomie (TSC & DNSH),"Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-TAX,G47 Handel; K Versicherungen; M72 F&E,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Standort/Prozess/Aktivität; Bezugsgröße und relevante Umweltmedien,EU‑Taxonomie: TSC erfüllt & DNSH + MSR; Anteil konformer Aktivitäten.,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige Prozentregel.,v1.4,2026-08-16,
WOK-E-184,SDG 13 – Klima,13.2,Interne CO₂‑Bepreisung,Interne CO₂‑Bepreisung – TSC‑Schwellen,Anteil unter technischen TSC‑Grenzen,% Aktivitäten,higher_is_better,R25,≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3,Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,EU‑Taxonomie (TSC & DNSH),"Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-TAX,G47 Handel; K Versicherungen; M72 F&E,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Standort/Prozess/Aktivität; Bezugsgröße und relevante Umweltmedien,EU‑Taxonomie: TSC erfüllt & DNSH + MSR; Anteil konformer Aktivitäten.,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige Prozentregel.,v1.4,2026-08-16,
